Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,County,District,Ward,District Code,Ward Code,Country,County Code,Constituency,Introduced,Terminated,Parish,National Park,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority,MSOA Code,Middle layer super output area,Parish Code,Census output area,Constituency Code,Index of Multiple Deprivation,Quality,User Type,Last updated,Nearest station,Distance to station,Postcode area,Postcode district,Police force
BR1 4SJ,Yes,51.422901,0.012974,540056,171243,TQ400712,"","Bromley","Plaistow and Sundridge",E09000006,E05000125,England,E99999999,"Bromley and Chislehurst",1980-01-01,,"Bromley, unparished area","",55,23,"Greater London","Bromley","Bromley 040D","Urban major conurbation",London,55,4,E01032562,,E02006782,"Bromley 040",E43000196,E00004012,E14000604,5929,1,0,2019-03-28,"Grove Park",1.07009,BR,BR1,"Metropolitan Police"
BR1 4SL,Yes,51.421953,0.014184,540143,171140,TQ401711,"","Bromley","Plaistow and Sundridge",E09000006,E05000125,England,E99999999,"Bromley and Chislehurst",1980-01-01,,"Bromley, unparished area","",77,29,"Greater London","Bromley","Bromley 040D","Urban major conurbation",London,54,4,E01032562,,E02006782,"Bromley 040",E43000196,E00004004,E14000604,5929,1,0,2019-03-28,"Sundridge Park",1.03832,BR,BR1,"Metropolitan Police"
BR1 4SN,Yes,51.424368,0.00448,539461,171390,TQ394713,"","Lewisham","Downham",E09000023,E05000442,England,E99999999,"Lewisham East",1997-12-01,,"Lewisham, unparished area","",48,18,"Greater London","Lewisham","Lewisham 037E","Urban major conurbation",London,40,4,E01032564,,E02006783,"Lewisham 037",E43000213,E00016393,E14000787,3969,1,0,2019-03-28,"Grove Park",1.3958,BR,BR1,"Metropolitan Police"
BR1 4SP,No,51.421605,0.01355,540100,171100,TQ401711,"","Bromley","Plaistow and Sundridge",E09000006,E05000125,England,E99999999,"Bromley and Chislehurst",1993-01-01,1995-07-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 040D","Urban major conurbation",London,50,4,E01032562,,E02006782,"Bromley 040",E43000196,E00004016,E14000604,5929,8,1,2019-03-28,"Sundridge Park",1.02739,BR,BR1,"Metropolitan Police"
BR1 4SQ,Yes,51.422617,0.012703,540038,171211,TQ400712,"","Bromley","Plaistow and Sundridge",E09000006,E05000125,England,E99999999,"Bromley and Chislehurst",1980-01-01,,"Bromley, unparished area","",93,41,"Greater London","Bromley","Bromley 040D","Urban major conurbation",London,53,4,E01032562,,E02006782,"Bromley 040",E43000196,E00004012,E14000604,5929,1,0,2019-03-28,"Grove Park",1.10649,BR,BR1,"Metropolitan Police"
BR1 4SR,No,51.421605,0.01355,540100,171100,TQ401711,"","Bromley","Plaistow and Sundridge",E09000006,E05000125,England,E99999999,"Bromley and Chislehurst",1993-08-01,1994-12-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 040D","Urban major conurbation",London,50,4,E01032562,,E02006782,"Bromley 040",E43000196,E00004016,E14000604,5929,8,1,2019-03-28,"Sundridge Park",1.02739,BR,BR1,"Metropolitan Police"
BR1 4SS,No,51.421605,0.01355,540100,171100,TQ401711,"","Bromley","Plaistow and Sundridge",E09000006,E05000125,England,E99999999,"Bromley and Chislehurst",1993-08-01,1994-12-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 040D","Urban major conurbation",London,50,4,E01032562,,E02006782,"Bromley 040",E43000196,E00004016,E14000604,5929,8,1,2019-03-28,"Sundridge Park",1.02739,BR,BR1,"Metropolitan Police"
BR1 4ST,No,51.421605,0.01355,540100,171100,TQ401711,"","Bromley","Plaistow and Sundridge",E09000006,E05000125,England,E99999999,"Bromley and Chislehurst",1993-08-01,1994-12-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 040D","Urban major conurbation",London,50,4,E01032562,,E02006782,"Bromley 040",E43000196,E00004016,E14000604,5929,8,1,2019-03-28,"Sundridge Park",1.02739,BR,BR1,"Metropolitan Police"
BR1 4SU,No,51.421605,0.01355,540100,171100,TQ401711,"","Bromley","Plaistow and Sundridge",E09000006,E05000125,England,E99999999,"Bromley and Chislehurst",1993-08-01,1996-12-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 040D","Urban major conurbation",London,50,4,E01032562,,E02006782,"Bromley 040",E43000196,E00004016,E14000604,5929,8,1,2019-03-28,"Sundridge Park",1.02739,BR,BR1,"Metropolitan Police"
BR1 4SW,No,51.421605,0.01355,540100,171100,TQ401711,"","Bromley","Plaistow and Sundridge",E09000006,E05000125,England,E99999999,"Bromley and Chislehurst",1995-07-01,1996-12-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 040D","Urban major conurbation",London,50,4,E01032562,,E02006782,"Bromley 040",E43000196,E00004016,E14000604,5929,8,1,2019-03-28,"Sundridge Park",1.02739,BR,BR1,"Metropolitan Police"
BR1 4SY,No,51.421605,0.01355,540100,171100,TQ401711,"","Bromley","Plaistow and Sundridge",E09000006,E05000125,England,E99999999,"Bromley and Chislehurst",1994-05-01,1995-01-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 040D","Urban major conurbation",London,50,4,E01032562,,E02006782,"Bromley 040",E43000196,E00004016,E14000604,5929,8,1,2019-03-28,"Sundridge Park",1.02739,BR,BR1,"Metropolitan Police"
BR1 4SZ,No,51.421605,0.01355,540100,171100,TQ401711,"","Bromley","Plaistow and Sundridge",E09000006,E05000125,England,E99999999,"Bromley and Chislehurst",1990-07-01,1995-12-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 040D","Urban major conurbation",London,50,4,E01032562,,E02006782,"Bromley 040",E43000196,E00004016,E14000604,5929,8,1,2019-03-28,"Sundridge Park",1.02739,BR,BR1,"Metropolitan Police"
BR1 4TA,Yes,51.418035,-0.001694,539051,170674,TQ390706,"","Lewisham","Downham",E09000023,E05000442,England,E99999999,"Lewisham East",1980-01-01,,"Lewisham, unparished area","",58,24,"Greater London","Lewisham","Lewisham 038A","Urban major conurbation",London,38,4,E01003235,,E02006784,"Lewisham 038",E43000213,E00016368,E14000787,8168,1,0,2019-03-28,"Ravensbourne",0.588405,BR,BR1,"Metropolitan Police"
BR1 4TB,Yes,51.417976,-0.000906,539106,170669,TQ391706,"","Lewisham","Downham",E09000023,E05000442,England,E99999999,"Lewisham East",1980-01-01,,"Lewisham, unparished area","",98,30,"Greater London","Lewisham","Lewisham 038A","Urban major conurbation",London,41,4,E01003235,,E02006784,"Lewisham 038",E43000213,E00016368,E14000787,8168,1,0,2019-03-28,"Ravensbourne",0.618764,BR,BR1,"Metropolitan Police"
BR1 4TD,Yes,51.423596,-0.001926,539018,171292,TQ390712,"","Lewisham","Downham",E09000023,E05000442,England,E99999999,"Lewisham East",2007-09-01,,"Lewisham, unparished area","",34,10,"Greater London","Lewisham","Lewisham 038B","Urban major conurbation",London,31,4,E01003240,,E02006784,"Lewisham 038",E43000213,E00016360,E14000787,4534,1,0,2019-03-28,"Beckenham Hill",0.977929,BR,BR1,"Metropolitan Police"
BR1 4TE,No,51.414514,0.007486,539700,170300,TQ397702,"","Bromley","Plaistow and Sundridge",E09000006,E05000125,England,E99999999,"Bromley and Chislehurst",1980-01-01,1990-12-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008D","Urban major conurbation",London,67,4,E01000822,,E02000134,"Bromley 008",E43000196,E00004031,E14000604,20185,8,0,2019-03-28,"Sundridge Park",0.901216,BR,BR1,"Metropolitan Police"
BR1 4TF,Yes,51.423658,-0.001348,539058,171300,TQ390712,"","Lewisham","Downham",E09000023,E05000442,England,E99999999,"Lewisham East",2007-10-01,,"Lewisham, unparished area","",42,18,"Greater London","Lewisham","Lewisham 038B","Urban major conurbation",London,32,4,E01003240,,E02006784,"Lewisham 038",E43000213,E00016360,E14000787,4534,1,0,2019-03-28,"Beckenham Hill",1.01702,BR,BR1,"Metropolitan Police"
BR1 4TG,No,51.419228,-0.005252,538800,170800,TQ388707,"","Lewisham","Downham",E09000023,E05000442,England,E99999999,"Lewisham East",1988-03-01,1992-12-01,"Lewisham, unparished area","",,,"Greater London","Lewisham","Lewisham 038A","Urban major conurbation",London,31,4,E01003235,,E02006784,"Lewisham 038",E43000213,E00016361,E14000787,8168,8,1,2019-03-28,"Ravensbourne",0.582519,BR,BR1,"Metropolitan Police"
BR1 4TH,No,51.419455,-0.004811,538830,170826,TQ388708,"","Lewisham","Downham",E09000023,E05000442,England,E99999999,"Lewisham East",1980-01-01,2000-06-01,"Lewisham, unparished area","",,,"Greater London","Lewisham","Lewisham 038A","Urban major conurbation",London,31,4,E01003235,,E02006784,"Lewisham 038",E43000213,E00016361,E14000787,8168,1,1,2019-03-28,"Ravensbourne",0.615567,BR,BR1,"Metropolitan Police"
BR1 4TJ,Yes,51.415068,0.003009,539387,170353,TQ393703,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1980-01-01,,"Bromley, unparished area","",30,17,"Greater London","Bromley","Bromley 011A","Urban major conurbation",London,61,4,E01000672,,E02000137,"Bromley 011",E43000196,E00003242,E14000604,26102,1,0,2019-03-28,"Ravensbourne",0.702078,BR,BR1,"Metropolitan Police"
BR1 4TL,Yes,51.42393,-0.00148,539048,171330,TQ390713,"","Lewisham","Downham",E09000023,E05000442,England,E99999999,"Lewisham East",2007-11-01,,"Lewisham, unparished area","",70,34,"Greater London","Lewisham","Lewisham 038B","Urban major conurbation",London,32,4,E01003240,,E02006784,"Lewisham 038",E43000213,E00016360,E14000787,4534,1,0,2019-03-28,"Beckenham Hill",1.00529,BR,BR1,"Metropolitan Police"
BR1 4TN,Yes,51.423851,-0.002088,539006,171320,TQ390713,"","Lewisham","Downham",E09000023,E05000442,England,E99999999,"Lewisham East",2007-07-01,,"Lewisham, unparished area","",31,18,"Greater London","Lewisham","Lewisham 038B","Urban major conurbation",London,31,4,E01003240,,E02006784,"Lewisham 038",E43000213,E00016360,E14000787,4534,1,0,2019-03-28,"Beckenham Hill",0.963976,BR,BR1,"Metropolitan Police"
BR1 4TP,No,51.419228,-0.005252,538800,170800,TQ388707,"","Lewisham","Downham",E09000023,E05000442,England,E99999999,"Lewisham East",1981-06-01,1995-01-01,"Lewisham, unparished area","",,,"Greater London","Lewisham","Lewisham 038A","Urban major conurbation",London,31,4,E01003235,,E02006784,"Lewisham 038",E43000213,E00016361,E14000787,8168,8,1,2019-03-28,"Ravensbourne",0.582519,BR,BR1,"Metropolitan Police"
BR1 4TQ,Yes,51.423787,-0.002594,538971,171312,TQ389713,"","Lewisham","Downham",E09000023,E05000442,England,E99999999,"Lewisham East",2007-07-01,,"Lewisham, unparished area","",32,26,"Greater London","Lewisham","Lewisham 038D","Urban major conurbation",London,31,4,E01003243,,E02006784,"Lewisham 038",E43000213,E00016354,E14000787,3927,1,0,2019-03-28,"Beckenham Hill",0.929694,BR,BR1,"Metropolitan Police"
BR1 4TR,No,51.430036,-0.00622,538700,172000,TQ386719,"","Lewisham","Whitefoot",E09000023,E05000454,England,E99999999,"Lewisham East",1986-04-01,1991-12-01,"Lewisham, unparished area","",,,"Greater London","Lewisham","Lewisham 030B","Urban major conurbation",London,45,4,E01003348,,E02000682,"Lewisham 030",E43000213,E00016971,E14000787,8720,8,1,2019-03-28,"Beckenham Hill",0.906647,BR,BR1,"Metropolitan Police"
BR1 4TS,Yes,51.418269,-0.001224,539083,170701,TQ390707,"","Lewisham","Downham",E09000023,E05000442,England,E99999999,"Lewisham East",2008-07-01,,"Lewisham, unparished area","",12,3,"Greater London","Lewisham","Lewisham 038A","Urban major conurbation",London,40,4,E01003235,,E02006784,"Lewisham 038",E43000213,E00016368,E14000787,8168,1,0,2019-03-28,"Ravensbourne",0.629044,BR,BR1,"Metropolitan Police"
BR1 4TT,No,51.415191,0.020459,540600,170400,TQ406704,"","Bromley","Plaistow and Sundridge",E09000006,E05000125,England,E99999999,"Bromley and Chislehurst",1987-04-01,1988-12-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008C","Urban major conurbation",London,63,4,E01000820,,E02000134,"Bromley 008",E43000196,E00003996,E14000604,13277,8,1,2019-03-28,"Sundridge Park",0.171088,BR,BR1,"Metropolitan Police"
BR1 4TX,Yes,51.415611,0.020578,540607,170447,TQ406704,"","Bromley","Plaistow and Sundridge",E09000006,E05000125,England,E99999999,"Bromley and Chislehurst",1980-01-01,,"Bromley, unparished area","",38,24,"Greater London","Bromley","Bromley 008C","Urban major conurbation",London,62,4,E01000820,,E02000134,"Bromley 008",E43000196,E00003996,E14000604,13277,1,0,2019-03-28,"Sundridge Park",0.212192,BR,BR1,"Metropolitan Police"
BR1 4TZ,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2001-12-01,2006-01-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 4UA,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1994-12-01,2003-03-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 4UB,No,51.415191,0.020459,540600,170400,TQ406704,"","Bromley","Plaistow and Sundridge",E09000006,E05000125,England,E99999999,"Bromley and Chislehurst",1994-12-01,1995-12-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008C","Urban major conurbation",London,63,4,E01000820,,E02000134,"Bromley 008",E43000196,E00003996,E14000604,13277,8,1,2019-03-28,"Sundridge Park",0.171088,BR,BR1,"Metropolitan Police"
BR1 4UD,No,51.415191,0.020459,540600,170400,TQ406704,"","Bromley","Plaistow and Sundridge",E09000006,E05000125,England,E99999999,"Bromley and Chislehurst",1994-12-01,1996-06-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008C","Urban major conurbation",London,63,4,E01000820,,E02000134,"Bromley 008",E43000196,E00003996,E14000604,13277,8,1,2019-03-28,"Sundridge Park",0.171088,BR,BR1,"Metropolitan Police"
BR1 4UE,No,51.415191,0.020459,540600,170400,TQ406704,"","Bromley","Plaistow and Sundridge",E09000006,E05000125,England,E99999999,"Bromley and Chislehurst",1995-01-01,1995-12-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008C","Urban major conurbation",London,63,4,E01000820,,E02000134,"Bromley 008",E43000196,E00003996,E14000604,13277,8,1,2019-03-28,"Sundridge Park",0.171088,BR,BR1,"Metropolitan Police"
BR1 4UF,No,51.419135,0.006538,539620,170812,TQ396708,"","Bromley","Plaistow and Sundridge",E09000006,E05000125,England,E99999999,"Bromley and Chislehurst",1995-01-01,1999-06-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 040E","Urban major conurbation",London,48,4,E01032563,,E02006782,"Bromley 040",E43000196,E00165788,E14000604,26575,6,1,2019-03-28,"Ravensbourne",1.10198,BR,BR1,"Metropolitan Police"
BR1 4UG,No,51.415191,0.020459,540600,170400,TQ406704,"","Bromley","Plaistow and Sundridge",E09000006,E05000125,England,E99999999,"Bromley and Chislehurst",1995-01-01,1996-06-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008C","Urban major conurbation",London,63,4,E01000820,,E02000134,"Bromley 008",E43000196,E00003996,E14000604,13277,8,1,2019-03-28,"Sundridge Park",0.171088,BR,BR1,"Metropolitan Police"
BR1 4UH,No,51.415191,0.020459,540600,170400,TQ406704,"","Bromley","Plaistow and Sundridge",E09000006,E05000125,England,E99999999,"Bromley and Chislehurst",1995-01-01,1995-12-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008C","Urban major conurbation",London,63,4,E01000820,,E02000134,"Bromley 008",E43000196,E00003996,E14000604,13277,8,1,2019-03-28,"Sundridge Park",0.171088,BR,BR1,"Metropolitan Police"
BR1 4UJ,No,51.415191,0.020459,540600,170400,TQ406704,"","Bromley","Plaistow and Sundridge",E09000006,E05000125,England,E99999999,"Bromley and Chislehurst",1995-01-01,1995-12-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008C","Urban major conurbation",London,63,4,E01000820,,E02000134,"Bromley 008",E43000196,E00003996,E14000604,13277,8,1,2019-03-28,"Sundridge Park",0.171088,BR,BR1,"Metropolitan Police"
BR1 4UL,No,51.419135,0.006538,539620,170812,TQ396708,"","Bromley","Plaistow and Sundridge",E09000006,E05000125,England,E99999999,"Bromley and Chislehurst",1995-07-01,1998-12-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 040E","Urban major conurbation",London,48,4,E01032563,,E02006782,"Bromley 040",E43000196,E00165788,E14000604,26575,6,1,2019-03-28,"Ravensbourne",1.10198,BR,BR1,"Metropolitan Police"
BR1 4UN,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1995-12-01,2017-08-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 4UP,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1996-06-01,1997-06-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,8,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 4UQ,No,51.415191,0.020459,540600,170400,TQ406704,"","Bromley","Plaistow and Sundridge",E09000006,E05000125,England,E99999999,"Bromley and Chislehurst",1995-07-01,1996-06-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008C","Urban major conurbation",London,63,4,E01000820,,E02000134,"Bromley 008",E43000196,E00003996,E14000604,13277,8,1,2019-03-28,"Sundridge Park",0.171088,BR,BR1,"Metropolitan Police"
BR1 4UR,No,51.419135,0.006538,539620,170812,TQ396708,"","Bromley","Plaistow and Sundridge",E09000006,E05000125,England,E99999999,"Bromley and Chislehurst",1996-06-01,1999-06-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 040E","Urban major conurbation",London,48,4,E01032563,,E02006782,"Bromley 040",E43000196,E00165788,E14000604,26575,6,1,2019-03-28,"Ravensbourne",1.10198,BR,BR1,"Metropolitan Police"
BR1 4US,No,51.419135,0.006538,539620,170812,TQ396708,"","Bromley","Plaistow and Sundridge",E09000006,E05000125,England,E99999999,"Bromley and Chislehurst",1996-06-01,1998-12-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 040E","Urban major conurbation",London,48,4,E01032563,,E02006782,"Bromley 040",E43000196,E00165788,E14000604,26575,6,1,2019-03-28,"Ravensbourne",1.10198,BR,BR1,"Metropolitan Police"
BR1 4UT,No,51.419135,0.006523,539619,170812,TQ396708,"","Bromley","Plaistow and Sundridge",E09000006,E05000125,England,E99999999,"Bromley and Chislehurst",1996-06-01,1998-06-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 040E","Urban major conurbation",London,48,4,E01032563,,E02006782,"Bromley 040",E43000196,E00165788,E14000604,26575,6,1,2019-03-28,"Ravensbourne",1.1011,BR,BR1,"Metropolitan Police"
BR1 4UU,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1996-06-01,2008-06-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 4UW,No,51.419135,0.006538,539620,170812,TQ396708,"","Bromley","Plaistow and Sundridge",E09000006,E05000125,England,E99999999,"Bromley and Chislehurst",1999-06-01,2000-06-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 040E","Urban major conurbation",London,48,4,E01032563,,E02006782,"Bromley 040",E43000196,E00165788,E14000604,26575,6,1,2019-03-28,"Ravensbourne",1.10198,BR,BR1,"Metropolitan Police"
BR1 4UX,No,51.419135,0.006538,539620,170812,TQ396708,"","Bromley","Plaistow and Sundridge",E09000006,E05000125,England,E99999999,"Bromley and Chislehurst",1996-06-01,2000-11-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 040E","Urban major conurbation",London,48,4,E01032563,,E02006782,"Bromley 040",E43000196,E00165788,E14000604,26575,6,1,2019-03-28,"Ravensbourne",1.10198,BR,BR1,"Metropolitan Police"
BR1 4UY,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1996-06-01,1997-06-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,8,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 4UZ,No,51.415191,0.020459,540600,170400,TQ406704,"","Bromley","Plaistow and Sundridge",E09000006,E05000125,England,E99999999,"Bromley and Chislehurst",1997-02-01,2000-09-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008C","Urban major conurbation",London,63,4,E01000820,,E02000134,"Bromley 008",E43000196,E00003996,E14000604,13277,8,1,2019-03-28,"Sundridge Park",0.171088,BR,BR1,"Metropolitan Police"
BR1 4WA,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2002-06-01,2003-02-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,5,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 4WB,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2002-10-01,2006-11-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 4WD,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2003-02-01,2004-03-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,5,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 4WE,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2003-06-01,2010-08-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 4WF,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2003-09-01,2018-11-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 4WG,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2004-05-01,2018-06-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 4WH,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2003-01-01,2005-08-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,5,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 4WJ,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2004-06-01,2009-08-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 4WL,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2004-08-01,2007-10-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 4WQ,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2003-01-01,2006-05-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 4WT,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2003-04-01,2008-05-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 4WU,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2005-02-01,2006-04-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 4WW,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2007-01-01,2007-01-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
